loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,credit_history_years,loan_status
33500,60,18.43,858.54,B,9 years,MORTGAGE,289534.1,debt_consolidation,TX,13.82,0,0,18,0,3707.54,65.66,27,13,0
7500,60,28.79,237.11,E,3 years,RENT,34140.96,small_business,GA,5.79,2,0,23,0,4701.23,47.97,45,27,1
16500,36,25.8,663.04,B,10+ years,MORTGAGE,67605.26,debt_consolidation,FL,17.33,0,1,7,0,13580.53,56.99,12,14,0
15500,36,21.57,588.51,E,1 year,RENT,21140.6,small_business,PA,25.76,2,1,23,0,6232.14,53.79,59,17,1
10000,60,6.43,195.33,B,3 years,OWN,78950.36,home_improvement,GA,11.88,0,0,24,0,11648.4,38.135000000000005,12,11,0
35000,36,12.55,1171.72,G,2 years,MORTGAGE,45519.67,credit_card,CA,13.99,0,0,27,0,8250.43,57.11,34,1,0
24500,36,13.05,826.09,G,10+ years,MORTGAGE,156642.73,home_improvement,NY,13.92,1,0,2,0,1692.37,75.05,30,17,0
37500,60,14.01,872.75,E,2 years,MORTGAGE,40647.5,credit_card,PA,6.68,0,0,11,0,10060.13,68.99,9,23,0
3000,36,15.04,104.05,E,2 years,RENT,25729.89,debt_consolidation,NY,10.36,1,0,11,1,8305.3,50.18,16,7,1
39500,36,28.51,1644.76,E,< 1 year,MORTGAGE,47304.85,home_improvement,PA,3.35,0,4,9,0,15283.83,81.99,37,23,1
20000,36,23.68,781.3,C,6 years,MORTGAGE,22298.09,credit_card,MI,31.34,0,1,13,0,22498.73,65.05,27,5,0
22000,60,22.45,613.26,D,4 years,RENT,87164.27,credit_card,GA,18.38,3,0,21,1,1597.25,57.3,51,21,0
10000,36,15.95,351.32,C,6 years,OWN,21321.23,home_improvement,IL,17.46,0,1,26,0,4749.81,31.46,31,7,0
38000,60,13.77,879.67,E,2 years,MORTGAGE,60732.17,debt_consolidation,FL,14.15,3,0,19,0,2100.9,38.135000000000005,19,16,1
20000,36,8.43,630.7,F,8 years,MORTGAGE,21185.96,debt_consolidation,NY,33.37,0,0,3,0,95788.56,65.17,53,9,0
30000,36,16.61,1063.77,D,< 1 year,OWN,51013.78,debt_consolidation,NY,1.28,4,2,25,0,1754.55,38.135000000000005,21,27,0
26500,60,10.53,569.98,F,4 years,RENT,136174.04,credit_card,FL,4.51,0,0,2,0,13232.91,59.66,40,2,0
25500,60,15.08,607.71,C,8 years,RENT,71705.59,debt_consolidation,PA,22.41,0,1,5,0,80134.24,36.91,16,27,0
38000,36,9.33,1214.23,F,1 year,MORTGAGE,38880.7,debt_consolidation,IL,24.31,0,0,14,0,16566.2,26.91,50,13,0
5500,36,13.93,187.79,B,8 years,RENT,58947.25,debt_consolidation,CA,11.74,0,0,24,0,11624.58,47.62,52,1,0
8000,36,6.55,245.37,A,9 years,OTHER,60415.95,other,FL,28.67,1,0,13,0,34524.14,28.39,53,26,0
30500,36,5.65,923.04,A,6 years,MORTGAGE,75835.0,other,MI,17.05,0,0,12,0,200000.0,39.72,48,2,0
18000,36,26.81,733.02,A,6 years,RENT,30229.42,debt_consolidation,FL,34.44,1,3,5,0,14142.92,18.58,17,18,0
18000,60,21.21,489.09,E,3 years,OTHER,80521.83,debt_consolidation,CA,21.99,0,0,10,0,8172.03,31.67,37,22,0
1000,60,19.9,26.44,B,2 years,MORTGAGE,20000.0,credit_card,CA,16.4,3,0,20,0,44243.04,44.15,53,20,0
24000,60,18.09,610.62,B,5 years,MORTGAGE,43698.0,credit_card,FL,10.96,2,0,6,0,984.06,23.34,45,16,0
32000,36,23.3,1243.72,D,< 1 year,MORTGAGE,46904.23,debt_consolidation,FL,21.14,0,2,20,0,4905.63,20.59,50,16,1
9500,36,23.54,370.42,B,2 years,MORTGAGE,82179.69,credit_card,FL,4.72,0,1,4,0,947.14,68.28,6,17,0
13500,36,28.41,561.4,A,8 years,MORTGAGE,60555.49,debt_consolidation,FL,13.29,1,0,16,0,22954.45,58.14,14,10,0
30500,60,11.49,670.62,C,3 years,RENT,29650.03,debt_consolidation,TX,11.93,0,0,23,0,27754.45,20.66,38,23,0
9500,36,24.74,376.41,A,10+ years,RENT,36589.02,debt_consolidation,OH,24.98,1,1,17,0,21561.21,30.06,30,25,0
32000,36,29.78,1354.6,B,4 years,MORTGAGE,66127.5,debt_consolidation,FL,18.09,1,1,7,0,5733.6,15.08,10,21,0
21000,60,6.21,408.04,D,10+ years,OWN,57553.28,debt_consolidation,MI,21.04,0,1,19,1,200000.0,29.39,21,12,0
22000,36,14.66,758.98,B,5 years,MORTGAGE,44821.26,major_purchase,NY,21.39,0,2,6,0,1395.24,36.36,41,21,1
19500,36,16.18,687.3,A,7 years,MORTGAGE,47079.04,major_purchase,MI,24.26,0,0,24,0,9075.31,69.21,45,4,0
14000,60,25.63,416.11,B,2 years,MORTGAGE,84802.81,medical,FL,14.61,0,2,18,0,56538.43,13.51,47,12,0
25000,36,5.84,758.74,C,8 years,RENT,46219.35,other,NY,18.56,0,2,20,0,1029.68,46.36,56,4,0
28500,60,20.17,757.77,B,7 years,RENT,57294.18,credit_card,NC,17.14,1,1,20,0,44861.31,27.92,21,12,0
25000,36,27.37,1025.6,A,8 years,MORTGAGE,177188.3,debt_consolidation,IL,24.57,0,0,28,0,34333.02,56.07,33,7,0
21000,36,9.12,668.97,D,4 years,RENT,29382.62,debt_consolidation,MI,11.95,0,0,24,1,3230.64,50.18,47,8,0
30500,36,8.33,960.41,A,6 years,RENT,23720.11,credit_card,PA,8.59,0,1,6,0,2103.63,70.88,31,5,0
28500,60,29.99,921.9,F,10+ years,MORTGAGE,88591.82,debt_consolidation,MI,2.9,1,0,15,1,42581.71,60.8,11,5,0
38500,60,25.74,1146.79,A,5 years,OTHER,42645.56,debt_consolidation,TX,12.08,0,1,2,0,11330.55,24.95,28,25,0
31500,36,22.59,1212.64,D,1 year,MORTGAGE,51066.36,medical,FL,8.58,0,0,7,0,8444.6,44.74,33,9,0
31500,60,15.28,754.02,A,10+ years,MORTGAGE,40514.77,credit_card,OH,14.12,4,0,11,0,10387.99,39.12,12,17,1
21500,36,26.42,871.07,C,2 years,MORTGAGE,52580.46,debt_consolidation,NC,3.59,0,1,28,0,15327.84,44.02,42,27,0
14500,36,28.11,600.63,B,5 years,RENT,133154.99,debt_consolidation,MI,3.21,3,0,28,0,59330.47,24.58,12,25,0
19000,36,23.44,739.85,A,7 years,MORTGAGE,89416.83,debt_consolidation,GA,5.96,2,2,8,0,3619.16,26.58,20,4,0
10500,60,15.25,251.17,E,2 years,MORTGAGE,92144.36,home_improvement,GA,30.31,0,0,7,0,33514.38,45.08,14,21,0
18000,36,19.8,667.11,B,< 1 year,MORTGAGE,29492.36,other,NY,10.7,0,2,18,0,8288.23,9.97,8,15,0
27500,60,7.91,556.42,B,9 years,MORTGAGE,33672.04,credit_card,GA,14.04,0,0,23,0,9224.82,26.16,56,16,0
36000,36,9.37,1151.0,F,5 years,MORTGAGE,20000.0,home_improvement,NC,23.93,0,0,24,0,69184.26,44.27,28,13,1
3500,36,24.68,138.57,A,10+ years,RENT,39947.03,car,PA,14.83,5,0,16,0,2494.55,31.18,42,2,0
10000,36,6.22,305.22,B,8 years,MORTGAGE,96601.7,debt_consolidation,MI,14.66,0,0,8,0,5182.4,47.15,6,15,0
4500,60,6.71,88.49,A,10+ years,RENT,77534.11,debt_consolidation,NC,6.29,0,3,5,0,23011.51,18.63,11,13,0
24500,36,17.95,885.12,G,2 years,RENT,53596.73,debt_consolidation,PA,26.78,1,0,2,0,9396.81,32.7,7,22,1
33500,36,9.68,1075.92,C,8 years,MORTGAGE,59210.24,debt_consolidation,GA,8.26,1,0,14,0,38661.06,30.86,23,23,0
8500,60,12.7,192.1,D,2 years,MORTGAGE,42427.72,car,GA,7.89,0,1,21,0,1376.48,26.05,13,2,0
12500,36,15.27,434.97,A,1 year,RENT,66328.8,debt_consolidation,NC,16.99,0,2,3,0,11696.6,41.24,37,27,0
13000,36,18.3,471.94,B,2 years,MORTGAGE,87810.74,debt_consolidation,OH,20.55,0,3,4,0,41464.9,27.58,48,3,0
7000,36,12.45,234.01,C,3 years,RENT,26690.33,medical,OH,11.27,1,1,25,0,10453.66,67.43,33,22,0
37000,60,17.35,926.52,A,5 years,RENT,69551.58,credit_card,FL,6.41,0,1,17,0,7728.26,31.74,34,5,0
15500,36,14.58,534.13,C,8 years,RENT,95436.6,credit_card,FL,8.39,2,1,6,1,17290.75,48.36,55,2,0
5000,36,7.49,155.51,F,1 year,RENT,48652.08,home_improvement,FL,11.95,5,1,17,0,101333.1,64.63,36,10,1
32000,36,26.74,1301.95,F,10+ years,MORTGAGE,84995.22,major_purchase,OH,16.69,0,3,20,0,22599.79,31.54,58,14,0
20500,36,12.39,684.72,B,8 years,MORTGAGE,244587.21,other,FL,8.02,0,0,13,0,9050.3,25.36,23,19,0
4000,36,20.43,149.53,C,8 years,OWN,56830.51,credit_card,NC,41.8,0,0,27,0,25527.64,58.99,8,23,0
16500,60,19.46,432.21,B,9 years,MORTGAGE,72886.12,major_purchase,TX,28.98,0,0,18,0,41181.24,21.67,25,12,0
31000,36,10.38,1005.82,G,7 years,RENT,41397.32,other,GA,12.85,0,2,4,0,724.92,29.76,23,27,1
30500,36,6.23,931.05,C,5 years,OWN,65553.74,car,TX,6.32,0,4,7,0,12194.21,67.63,27,6,0
26000,60,26.49,786.01,B,4 years,MORTGAGE,75367.83,debt_consolidation,NC,5.38,0,0,19,0,1035.46,48.97,44,9,0
20500,60,17.69,517.11,E,1 year,RENT,66000.74,debt_consolidation,MI,28.89,0,0,27,0,1311.05,20.62,50,24,0
40000,36,15.65,1399.38,B,10+ years,MORTGAGE,35959.64,debt_consolidation,NC,18.56,1,1,16,0,7520.22,68.82,35,23,0
6000,60,24.19,173.27,C,4 years,RENT,66381.98,credit_card,PA,3.49,1,0,23,1,22287.61,61.09,47,26,0
37000,36,6.31,1130.82,E,6 years,MORTGAGE,124380.16,debt_consolidation,IL,20.43,0,2,18,1,667.29,42.38,16,13,1
8500,60,24.25,245.76,B,1 year,MORTGAGE,74930.62,debt_consolidation,FL,5.3,0,0,7,0,3151.55,36.0,7,13,0
13000,60,15.52,312.83,C,1 year,MORTGAGE,96857.26,small_business,NC,7.53,1,3,19,0,35423.55,13.19,47,6,0
16500,36,19.01,604.91,A,5 years,MORTGAGE,53183.0,small_business,OH,19.71,0,2,13,0,1333.87,10.4,46,18,0
37500,36,23.93,1469.85,B,5 years,MORTGAGE,87112.02,credit_card,GA,11.08,0,1,19,0,2569.94,12.19,55,6,0
5500,60,18.9,142.37,A,< 1 year,RENT,68846.45,debt_consolidation,NY,27.47,4,0,20,0,1791.61,37.01,24,11,0
29000,36,7.01,895.57,C,2 years,RENT,37217.88,debt_consolidation,FL,21.74,0,2,24,0,39380.28,43.91,53,3,0
21000,36,23.35,816.74,B,1 year,MORTGAGE,70211.02,other,MI,15.05,0,2,9,0,3693.84,53.12,30,26,0
33000,60,24.77,964.15,D,nan,OWN,36466.59,other,CA,3.35,0,0,8,0,810.87,52.07,42,6,0
16500,36,16.82,586.79,D,< 1 year,MORTGAGE,43632.6,other,TX,10.99,0,2,18,0,6778.2,65.5,10,9,0
24500,36,16.26,864.5,D,3 years,OWN,65819.02,small_business,CA,6.88,0,4,9,0,45254.57,54.54,58,6,0
27500,60,11.67,607.15,A,3 years,OWN,69468.04,car,TX,10.76,0,1,23,0,1260.71,63.88,52,13,0
38000,36,21.28,1437.12,C,< 1 year,RENT,33037.01,vacation,GA,20.69,0,2,24,0,6072.35,48.69,13,2,0
21000,60,27.11,642.62,D,7 years,RENT,101416.68,credit_card,NY,14.16,1,1,7,0,7716.92,31.11,38,7,0
31000,36,21.57,1177.02,B,10+ years,RENT,79698.27,medical,PA,9.15,0,0,27,0,67093.73,52.63,29,29,1
4000,60,24.4,116.0,B,6 years,MORTGAGE,42092.96,home_improvement,GA,9.26,0,0,3,0,8039.56,59.19,32,16,0
27000,60,26.02,808.71,D,8 years,OWN,27756.01,debt_consolidation,FL,5.84,0,2,27,0,9205.98,52.75,39,4,0
27000,36,11.04,884.46,B,10+ years,OWN,55689.55,home_improvement,MI,7.51,0,0,10,1,4155.28,71.11,52,23,0
13500,60,15.35,323.65,B,9 years,MORTGAGE,47907.54,credit_card,OH,15.51,0,3,4,0,13638.9,20.49,13,22,0
31000,36,16.18,1092.62,C,2 years,MORTGAGE,63358.87,debt_consolidation,CA,19.8,2,0,6,0,8648.11,73.07,22,19,0
18000,36,19.19,661.54,C,6 years,RENT,49933.21,debt_consolidation,FL,8.67,4,0,23,0,4046.84,16.59,32,23,0
2000,36,6.7,61.48,D,3 years,MORTGAGE,21944.49,other,NY,13.29,0,0,25,0,12457.86,48.56,58,6,0
35000,36,19.92,1299.3,A,2 years,MORTGAGE,49307.26,debt_consolidation,NC,12.36,0,0,17,0,86151.5,26.39,16,26,0
32500,60,7.67,653.86,A,10+ years,RENT,51389.57,home_improvement,CA,25.28,0,0,12,0,932.06,21.74,26,25,0
6000,36,25.26,239.38,D,2 years,MORTGAGE,82193.42,car,NC,17.72,0,1,4,0,13582.38,9.95,46,11,0
3500,36,29.09,146.84,C,3 years,RENT,42230.59,home_improvement,CA,15.23,2,0,25,0,13471.39,53.88,29,2,0
1500,60,12.6,33.82,D,1 year,MORTGAGE,138598.61,moving,FL,16.89,0,2,19,0,2620.75,30.48,38,18,0
39000,36,17.91,1408.18,C,6 years,MORTGAGE,23021.41,debt_consolidation,IL,20.31,0,1,14,0,4897.37,22.22,46,8,0
33000,36,25.67,1323.8,C,< 1 year,MORTGAGE,115333.56,car,GA,9.57,4,1,20,0,10345.89,9.47,33,1,0
20500,36,13.21,692.8,B,5 years,MORTGAGE,53521.6,moving,FL,29.41,0,2,21,0,5074.33,11.67,54,14,0
8000,36,9.37,255.78,D,5 years,MORTGAGE,92022.87,credit_card,OH,6.57,0,5,27,0,2529.99,31.73,13,22,0
15500,36,23.61,604.94,C,2 years,RENT,62311.47,credit_card,OH,17.11,1,0,19,0,2309.31,21.98,33,20,0
3500,60,22.61,97.88,B,1 year,MORTGAGE,105849.95,credit_card,OH,17.63,0,1,15,0,4634.16,46.01,6,1,0
11000,36,19.46,405.78,B,8 years,RENT,49331.55,credit_card,PA,20.79,0,2,3,0,9764.85,33.32,25,11,0
29000,36,28.64,1209.59,A,10+ years,MORTGAGE,34568.21,other,OH,4.6,1,0,27,0,20628.02,67.55,55,7,0
28000,36,28.9,1171.84,A,1 year,RENT,121814.19,credit_card,PA,33.66,0,0,16,0,45033.64,8.78,32,19,0
32000,36,26.61,1299.72,A,10+ years,RENT,56571.45,major_purchase,TX,7.48,2,0,18,0,19305.05,30.03,9,14,0
5000,36,12.68,167.7,C,< 1 year,RENT,66888.29,other,MI,19.13,0,0,16,0,44811.91,87.09,30,23,1
26500,60,11.02,576.44,D,2 years,MORTGAGE,111010.04,debt_consolidation,GA,16.72,1,1,18,0,499.3,33.6,5,28,0
19000,36,25.98,765.32,C,3 years,MORTGAGE,35739.88,major_purchase,PA,20.28,0,0,13,0,54890.86,35.61,52,26,0
35500,60,21.46,969.6,B,6 years,RENT,80639.63,major_purchase,NY,12.56,0,1,10,0,2907.95,57.88,24,17,0
37500,60,15.21,896.26,A,9 years,RENT,44580.54,home_improvement,TX,4.24,1,1,4,0,1233.68,29.2,25,12,0
5000,36,15.54,174.65,E,10+ years,RENT,56045.29,debt_consolidation,FL,20.42,3,0,2,0,19805.91,37.43,6,8,0
8500,60,26.41,256.56,D,3 years,MORTGAGE,62077.54,credit_card,GA,13.41,0,1,17,0,92566.33,12.33,17,28,0
16500,60,9.5,346.53,B,6 years,RENT,28279.4,credit_card,TX,14.82,0,5,11,2,1962.34,57.11,53,9,0
2000,60,28.63,63.03,A,8 years,RENT,40561.78,debt_consolidation,PA,2.28,1,1,9,0,35967.23,47.06,32,9,0
7500,36,21.01,282.6,E,8 years,RENT,117657.89,vacation,GA,32.64,3,2,10,0,65243.33,59.32,49,28,1
11000,36,24.89,436.72,A,8 years,RENT,93255.25,other,OH,5.99,0,0,13,0,14638.37,11.83,20,13,0
36500,36,14.59,1257.97,D,3 years,MORTGAGE,58027.96,credit_card,OH,13.29,0,0,29,0,45734.08,43.31,6,2,0
24000,36,19.88,890.46,B,5 years,MORTGAGE,67613.42,home_improvement,MI,15.22,1,1,19,0,21653.36,43.89,59,7,0
11000,36,23.87,430.81,E,< 1 year,OWN,51682.72,car,CA,17.52,0,1,12,0,9023.73,25.8,21,14,0
21500,36,16.16,757.58,C,4 years,RENT,117982.51,debt_consolidation,MI,22.12,0,1,5,0,6770.77,34.09,46,12,0
9000,36,17.45,322.89,B,nan,RENT,54166.81,debt_consolidation,TX,5.7,1,0,26,0,6691.99,26.48,13,23,0
20500,36,19.76,759.35,A,5 years,RENT,67233.11,medical,GA,33.38,0,2,29,1,200000.0,58.93,10,5,0
29500,36,7.05,911.55,B,5 years,MORTGAGE,106193.17,debt_consolidation,OH,10.52,1,1,20,0,1084.72,19.33,6,9,0
2500,36,26.65,101.59,B,5 years,RENT,40591.51,home_improvement,OH,19.13,0,0,17,0,828.64,9.27,36,4,0
21500,36,26.73,874.63,D,8 years,RENT,130534.73,credit_card,FL,9.34,0,1,28,0,861.22,49.31,53,1,0
29000,36,12.39,968.63,B,5 years,RENT,27855.04,moving,NC,26.85,0,0,28,0,3726.66,22.67,24,3,0
18500,36,27.06,755.86,B,< 1 year,MORTGAGE,135242.0,credit_card,PA,9.03,0,0,15,0,2000.82,21.22,25,16,0
26500,36,23.76,1036.33,C,5 years,RENT,49695.13,moving,OH,11.02,0,0,29,0,25358.75,44.82,28,13,0
11500,36,17.34,411.95,A,1 year,MORTGAGE,53031.99,debt_consolidation,CA,22.87,0,0,15,0,24818.94,65.59,36,20,0
34500,36,14.02,1179.46,D,4 years,MORTGAGE,23271.74,debt_consolidation,MI,25.69,1,0,8,0,2705.93,70.75,51,22,0
5500,36,15.28,191.41,A,2 years,RENT,47695.99,debt_consolidation,NC,19.69,0,1,24,0,7665.34,43.48,57,24,0
12500,36,18.59,455.61,D,10+ years,RENT,35599.85,debt_consolidation,IL,13.27,0,3,6,0,7131.57,64.48,19,12,1
18000,36,15.61,629.37,B,9 years,MORTGAGE,44186.6,vacation,MI,13.73,0,0,22,1,33666.26,44.15,53,25,0
39500,36,15.8,1384.81,C,1 year,RENT,55901.39,moving,NC,23.53,0,2,23,0,1748.42,29.57,56,5,0
10500,36,10.48,341.18,B,1 year,MORTGAGE,96654.28,debt_consolidation,NC,25.69,0,0,18,0,19844.15,36.19,43,20,0
26500,60,22.84,744.61,B,5 years,MORTGAGE,66423.2,credit_card,NC,7.46,0,2,13,0,21577.11,17.38,52,5,0
7500,36,20.43,280.37,B,< 1 year,MORTGAGE,69831.35,debt_consolidation,MI,3.14,1,2,14,0,6957.56,54.51,47,9,0
20000,36,29.8,846.84,F,10+ years,RENT,34621.85,debt_consolidation,FL,4.31,1,3,10,0,1051.13,83.28,48,13,1
37000,36,8.96,1175.9,B,4 years,MORTGAGE,38546.59,other,OH,24.5,0,1,19,0,5030.98,26.02,54,25,0
17500,60,8.29,357.27,B,3 years,OWN,147172.77,small_business,TX,12.79,0,0,11,0,4800.99,71.27,49,4,0
34000,36,18.14,1231.57,B,9 years,MORTGAGE,41456.48,home_improvement,GA,9.46,0,0,21,0,4520.1,69.33,26,5,0
38500,36,9.22,1228.24,D,nan,MORTGAGE,137050.41,debt_consolidation,GA,8.61,0,2,5,0,6676.36,25.23,42,14,0
6500,60,20.46,173.88,B,nan,OWN,53022.38,small_business,FL,29.85,1,1,3,0,3528.12,51.22,40,8,0
21500,36,10.3,696.78,A,8 years,OWN,59942.68,small_business,MI,25.26,0,0,18,0,1610.48,49.52,57,27,0
16000,36,17.33,573.07,B,9 years,RENT,102250.67,home_improvement,MI,14.47,5,1,3,0,13013.12,8.25,20,24,0
36000,36,20.48,1346.71,A,3 years,RENT,113090.79,credit_card,FL,20.63,0,0,5,1,2597.46,18.66,8,24,0
5000,36,16.72,177.57,B,1 year,MORTGAGE,56646.97,credit_card,IL,17.84,0,1,21,0,3461.94,10.4,46,10,0
26000,60,13.34,596.12,E,10+ years,MORTGAGE,49309.82,other,GA,13.29,1,2,9,0,21631.95,55.81,12,10,0
19000,36,24.67,752.12,B,6 years,OWN,58223.23,medical,PA,17.57,0,1,16,0,12134.27,37.58,37,8,0
11500,60,26.44,347.32,C,10+ years,MORTGAGE,70896.67,car,PA,11.78,2,1,2,0,4475.5,56.36,28,10,0
5000,36,12.31,166.81,D,< 1 year,RENT,93493.93,major_purchase,NY,25.39,1,0,18,0,4337.91,22.49,18,28,0
32500,36,25.43,1299.6,C,10+ years,RENT,60000.91,credit_card,IL,15.18,0,1,28,0,4760.92,66.01,28,6,0
32000,36,15.1,1110.86,A,1 year,RENT,81588.46,credit_card,NC,17.76,0,1,5,0,7999.17,34.71,20,15,0
37000,60,17.45,928.52,B,2 years,MORTGAGE,135832.78,other,MI,12.59,0,1,20,0,5780.02,37.73,46,23,0
6500,36,11.18,213.36,E,3 years,RENT,72450.21,other,NY,15.36,0,0,8,0,68417.35,43.34,34,11,1
14000,60,20.83,377.41,D,1 year,MORTGAGE,69970.32,medical,CA,20.38,0,3,20,0,5427.56,65.44,27,5,1
24000,36,7.97,751.74,D,6 years,MORTGAGE,28016.38,major_purchase,GA,14.86,0,0,28,0,39701.77,23.26,19,16,0
37000,36,20.0,1375.05,C,7 years,MORTGAGE,20000.0,moving,GA,23.24,0,2,13,1,4213.49,44.6,26,15,0
14500,60,29.75,466.9,B,10+ years,MORTGAGE,72706.63,debt_consolidation,NC,20.02,0,0,29,0,20298.77,23.05,44,11,0
18000,36,23.96,705.81,D,5 years,RENT,57101.63,medical,GA,17.74,0,3,29,0,4017.31,22.0,41,23,0
19500,60,27.43,600.46,D,< 1 year,RENT,46286.64,moving,OH,13.98,2,0,25,0,31015.67,29.46,22,4,1
21000,36,16.87,747.35,C,4 years,RENT,67627.17,car,NC,16.34,0,5,16,0,27027.74,12.34,17,29,0
34000,36,8.98,1080.87,C,4 years,MORTGAGE,58092.87,debt_consolidation,IL,19.44,0,2,18,0,742.88,74.96,24,2,0
28500,36,12.57,954.39,B,4 years,MORTGAGE,105228.57,medical,FL,13.29,0,0,4,0,6323.93,12.46,38,21,0
5000,36,6.7,153.7,C,7 years,MORTGAGE,62508.35,major_purchase,IL,9.9,0,3,29,0,19706.7,53.64,41,23,0
2000,36,17.79,72.09,C,10+ years,RENT,41214.21,credit_card,TX,4.41,0,0,20,0,5736.91,18.36,8,23,0
26000,36,21.42,985.17,B,4 years,RENT,98231.59,credit_card,IL,17.67,1,0,26,0,10664.66,18.05,8,10,0
39000,60,15.9,946.33,B,3 years,MORTGAGE,53714.3,debt_consolidation,CA,10.49,1,0,9,1,14681.39,52.47,13,20,0
25000,36,19.3,920.2,D,7 years,MORTGAGE,77906.79,credit_card,CA,7.68,0,0,8,0,57963.61,26.73,16,11,0
18000,36,13.36,609.62,B,3 years,RENT,47159.68,debt_consolidation,OH,12.61,5,2,9,0,3846.94,31.67,55,6,0
8500,36,7.6,264.79,G,5 years,MORTGAGE,43264.45,other,IL,13.29,0,1,8,0,17993.48,17.57,26,5,0
20500,36,16.08,721.53,C,3 years,MORTGAGE,62447.66,home_improvement,MI,13.29,0,2,22,1,1336.67,14.22,36,26,0
35000,36,18.92,1281.55,C,< 1 year,MORTGAGE,60259.43,medical,OH,9.09,0,0,2,1,6211.6,26.12,17,26,0
4500,60,29.57,144.4,C,3 years,MORTGAGE,76108.37,home_improvement,MI,8.67,0,1,15,0,3585.57,18.58,43,14,0
27500,36,14.01,940.02,C,6 years,OWN,52348.42,major_purchase,CA,13.29,0,0,24,0,7160.81,1.9,56,15,0
17000,36,22.11,650.21,E,< 1 year,MORTGAGE,23904.45,major_purchase,FL,3.87,0,2,7,0,31028.04,11.25,46,23,0
26000,60,25.65,773.07,A,9 years,OWN,48224.05,debt_consolidation,NY,14.14,0,0,5,0,7830.49,25.93,11,11,0
1500,36,13.72,51.06,B,9 years,RENT,89046.08,small_business,PA,3.46,0,3,23,2,6480.68,35.19,50,12,0
19500,36,28.28,809.54,B,7 years,MORTGAGE,51601.81,debt_consolidation,CA,25.58,0,0,11,0,119510.23,50.16,27,2,0
28500,60,13.8,660.19,B,< 1 year,OTHER,52934.38,debt_consolidation,CA,9.07,1,0,9,0,8040.17,19.26,44,18,0
10500,60,29.26,334.95,E,1 year,RENT,98045.63,credit_card,NY,9.41,0,3,5,0,21635.33,32.77,18,28,0
26500,60,5.55,506.79,A,6 years,MORTGAGE,41940.76,credit_card,GA,24.34,0,1,25,0,7061.12,12.88,43,13,0
5000,36,21.04,188.48,B,3 years,OTHER,27683.68,moving,TX,4.54,0,0,9,0,4471.73,51.95,21,29,0
33000,36,24.85,1309.46,D,2 years,RENT,55253.36,credit_card,NC,17.54,0,0,26,0,6202.29,74.21,11,17,0
33500,60,12.36,751.3,B,nan,RENT,47000.48,credit_card,FL,28.22,0,1,21,0,143692.33,36.52,52,11,0
10000,60,8.37,204.54,E,4 years,MORTGAGE,36933.59,small_business,NY,12.47,0,0,20,0,2784.79,44.12,45,26,1
8500,36,6.1,258.97,B,2 years,RENT,54847.44,debt_consolidation,IL,6.89,2,1,13,0,16207.2,18.5,23,28,0
35000,36,7.32,1085.83,A,< 1 year,MORTGAGE,76554.09,major_purchase,NY,5.66,0,0,3,0,1932.4,39.4,13,4,0
10500,60,18.8,271.22,C,3 years,RENT,59596.71,debt_consolidation,GA,16.74,1,2,22,1,4664.72,25.23,59,25,0
26500,36,26.06,1068.55,C,10+ years,RENT,69807.07,credit_card,CA,12.18,1,0,2,0,4639.23,32.11,7,4,0
7500,36,7.05,231.75,A,5 years,MORTGAGE,148257.2,medical,FL,1.58,4,3,25,0,12057.06,38.84,51,17,0
39000,36,8.27,1226.98,D,3 years,MORTGAGE,50441.05,credit_card,OH,14.49,0,4,29,0,6805.89,28.24,25,3,0
18000,36,5.63,544.58,A,< 1 year,RENT,68814.81,medical,PA,15.07,4,0,9,0,31583.76,20.1,42,22,0
29000,60,12.42,651.26,B,1 year,RENT,46415.71,credit_card,GA,8.74,0,3,24,0,8948.52,21.54,17,29,1
17500,36,28.07,724.52,C,7 years,RENT,39215.22,debt_consolidation,OH,21.03,0,0,28,0,28646.52,37.76,15,20,0
30000,36,12.27,1000.3,E,4 years,OWN,44691.84,major_purchase,TX,0.89,0,1,23,0,2667.25,60.41,27,5,1
14500,36,16.3,511.93,A,2 years,OWN,47127.91,debt_consolidation,MI,17.29,0,1,21,0,5021.66,19.22,18,18,0
22000,36,9.88,708.64,E,1 year,MORTGAGE,71663.58,other,FL,21.37,0,1,21,0,2569.78,34.52,22,19,1
18000,36,8.35,566.97,D,5 years,MORTGAGE,193791.46,home_improvement,IL,24.26,1,0,21,0,6513.13,63.45,14,7,0
8000,36,9.97,258.02,A,5 years,RENT,41855.49,moving,PA,17.39,0,1,4,0,36428.98,63.1,30,11,0
2000,60,10.66,43.15,B,3 years,OWN,48615.0,credit_card,CA,10.63,3,0,3,1,11351.34,42.79,10,29,1
14000,60,8.69,288.52,E,3 years,OWN,58013.93,car,NY,13.97,0,0,4,0,1519.8,20.4,27,3,0
2500,36,24.89,99.25,A,9 years,MORTGAGE,72976.99,other,GA,6.45,0,0,7,1,3294.13,3.47,44,11,0
11500,36,17.19,411.09,A,3 years,OWN,68307.54,debt_consolidation,NC,8.96,0,2,20,0,2205.07,34.2,52,1,0
